W00201000386,IDP000038627,25 May 2015,(PA) Dihapuskan - Piutang Lunas,50.2318,24-Jun-10,5-Feb-10,12-Jun-09,"2008-181216 11 Jul 2008 JP
",B22D 18/04,"1) NICHIAS CORPORATION
2) TOYOTA JIDOSHA KABUSHIKI KAISHA"
P00201300240,IDP000059221,28 May 2019,(PA) Diberi Paten,2013/04137,14-Nov-13,28-Mar-13,28-Mar-13,"JP2012-099547 25 Apr 2012 JP
","B60J 10/00,B60R 13/06,F16J 15/00","1. DAIHATSU MOTOR CO., LTD. 
2. P.T. ASTRA DAHATSU MOTOR 
3. P.T. KARYA PUTRA SANGKURIANG"
P00201300239,IDP000055856,15 Jan 2019,(PA) Diberi Paten,2013/03762,31-Oct-13,28-Mar-13,28-Mar-13,"JP2012-089110 10 Apr 2012 JP
",B60H 1/32,"1. DAIHATSU MOTOR CO., LTD. 
2. TOYOTA JIDOSHA KABUSHIKI KAISHA
3. FUJITSU TEN LIMITED"
P00201200379,,14 May 2012,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2012/04887,29-Nov-12,,-,"2011-110299 17 May 2011 JP
",B60Q 1/30,"HONDA MOTOR CO., LTD."
P00201000592,IDP000046457,16 Jun 2017,(PA) Diberi Paten,51.1518,31-Mar-11,16-Sep-10,16-Sep-10,"2009-225229 29 Sep 2009 JP
","B62J 15/02,B62K 11/02","HONDA MOTOR CO., LTD."
P00201000609,IDP000033170,01 Mar 2013,(PA) Dihapuskan,51.1581,30-Mar-11,24-Sep-10,24-Sep-10,"2009-219613 24 Sep 2009 JP
",H02P 9/46,"HONDA MOTOR CO., LTD."
P00201100028,IDP000044786,01 Mar 2017,(PA) Menunggu Respon Dihapuskan,51.3572,28-Jul-11,17-Jan-11,17-Jan-11,"2010-011944 22 Jan 2010 JP
","F02D 45/00,F02M 25/07","HONDA MOTOR CO., LTD."
P00201200081,IDP000039125,13 Jul 2015,(PA) Diberi Paten,2012/04123,27-Sep-12,10-Feb-12,10-Feb-12,"2011-061168 18 Mar 2011 JP
",B62K 25/10,"HONDA MOTOR CO., LTD."
P00201200172,IDP000046348,15 Jun 2017,(PA) Diberi Paten,2012/04129,27-Sep-12,14-Mar-12,14-Mar-12,"2011-068477 25 Mar 2011 JP
","B60Q 1/00,B60Q 1/30","HONDA MOTOR CO., LTD."
P00201200198,IDP000063394,11 Oct 2019,(PA) Diberi Paten,2012/04319,25-Oct-12,19-Mar-12,19-Mar-12,"2011-077248 31 Mar 2011 JP
",F16H 57/02,"HONDA MOTOR CO., LTD."
P00201100747,IDP000039329,07 Sep 2015,(PA) Menunggu Respon Dihapuskan,2012/02931,28-Jun-12,21-Nov-11,21-Nov-11,"2010-263088 26 Nov 2010 JP
",F02D 9/02,"HONDA MOTOR CO., LTD."
P00201100103,IDP000039093,13 Jul 2015,(PA) Diberi Paten,51.3995,25-Aug-11,11-Feb-11,11-Feb-11,"2010-037498 23 Feb 2010 JP
",B62J 35/00,"HONDA MOTOR CO., LTD."
P00201300195,IDP000046142,02 Jun 2017,(PA) Diberi Paten,2013/03728,31-Oct-13,20-Mar-13,20-Mar-13,"2012-083296 30 Mar 2012 JP
","G01C 21/26,G06Q 10/00,G06Q 30/02","HONDA MOTOR CO., LTD."
P00201304450,IDP000045214,21 Mar 2017,(PA) Diberi Paten,2014/03709,25-Sep-14,21-Oct-13,21-Oct-13,"2012-236780 26 Oct 2012 JP
",F01P 11/00,"HONDA MOTOR CO., LTD."
P00201000587,IDP000038865,29 Jun 2015,(PA) Dihapuskan,51.1549,31-Mar-11,7-Sep-10,7-Sep-10,"2009-228376 30 Sep 2009 JP
","F01L 1/00,F02B 75/04","HONDA MOTOR CO., LTD."
P00201000743,IDP000035474,10 Feb 2014,(PA) Diberi Paten,51.2487,9-Jun-11,23-Nov-10,23-Nov-10,"2009-269549 27 Nov 2009 JP
",F01L 1/04,"HONDA MOTOR CO., LTD."
P00201404972,IDP000053660,26 Sep 2018,(PA) Menunggu Respon Dihapuskan,2015/04188,18-Sep-15,21-Aug-14,8-Feb-13,"2012-031700 16 Feb 2012 JP
","B60K 35/00,G01D 13/02,G01D 13/04","HONDA MOTOR CO., LTD."
P00201200083,IDP000039711,05 Nov 2015,(PA) Diberi Paten,2012/04137,27-Sep-12,10-Feb-12,10-Feb-12,"2011-047606 04 Mar 2011 JP
","B60Q 1/00,F21S 8/10,F21V 17/00,F21V 7/00","HONDA MOTOR CO., LTD."
P00201000628,IDP000036327,16 Jul 2014,(PA) Dihapuskan,51.1879,28-Apr-11,7-Oct-10,7-Oct-10,"2009-246905 27 Oct 2009 JP
",B62J 39/00,"Honda Motor Co., Ltd."
P00201100082,IDP000039326,07 Sep 2015,(PA) Diberi Paten,51.4054,8-Sep-11,28-Jan-11,28-Jan-11,"2010-042760 26 Feb 2010 JP
","B60T 11/08,B60T 8/26,B62K 19/38,B62L 3/02,B62L 3/06","HONDA MOTOR CO., LTD."
P00201100120,IDP000037010,10 Oct 2014,(PA) Dihapuskan,51.3885,25-Aug-11,21-Feb-11,21-Feb-11,"2010-037228 23 Feb 2010 JP
","F16H 59/00,F16H 63/00","HONDA MOTOR CO., LTD."
P00201300159,IDP000051752,09 Jul 2018,(PA) Diberi Paten,2014/00590,6-Mar-14,7-Mar-13,7-Mar-13,"JP2012-061496 19 Mar 2012 JP
","F02D 29/02,F02D 29/04","HONDA MOTOR CO., LTD."
P00201405068,IDP000057288,20 Mar 2019,(PA) Diberi Paten,2016/06136,11-Nov-16,26-Aug-14,26-Aug-14,"2013-177803 29 Aug 2013 JP
","B60T 7/02,B60T 7/06,B62J 99/00,B62L 3/04,G05G 1/30,G05G 25/00","HONDA MOTOR CO.,LTD."
P00201200688,,29 Aug 2012,(PA) Dianggap Ditarik Kembali (Direktur),2013/00688,28-Mar-13,,-,"2011-210224 27 Sep 2011 JP
",B60K 11/04,"HONDA MOTOR CO., LTD."
P00201100186,IDP000039328,07 Sep 2015,(PA) Dihapuskan,51.2371,19-May-11,25-Mar-11,25-Mar-11,"2010-084234 31 Mar 2010 JP
","F02B 21/02,F02D 15/04","HONDA MOTOR CO., LTD."
P00201300510,IDP000067421,17 Feb 2020,(PA) Diberi Paten,2014/01568,5-Jun-14,10-Jul-13,10-Jul-13,"2012-218154 28 Sep 2012 JP
","F01L 1/04,F01L 1/34,F01L 1/356,F01L 13/00,F02D 13/02","HONDA MOTOR CO., LTD."
P00201000657,IDP000032301,13 Nov 2012,(PA) Masa Tenggang Dihapuskan,51.3085,30-Jun-11,18-Oct-10,18-Oct-10,"2009-249060 29 Oct 2009 JP
","B23B 19/02,H01F 6/06,H01L 21/331,H02K 21/48","HONDA MOTOR CO., LTD."
P00201000495,IDP000041598,14 Apr 2016,(PA) Dihapuskan,51.1617,7-Apr-11,5-Aug-10,5-Aug-10,"2009-186505 11 Aug 2009 JP
",F02M 55/02,"HONDA MOTOR CO., LTD."
P00201000538,IDP000036269,10 Jul 2014,(PA) Diberi Paten,51.0924,3-Mar-11,23-Aug-10,23-Aug-10,"2009-197555 28 Aug 2009 JP
",B62J 23/00,"HONDA MOTOR CO., LTD."
P00201404026,IDP000058339,03 May 2019,(PA) Diberi Paten,2017/08448,4-Aug-17,2-Jul-14,2-Jul-14,"2013-175920 27 Aug 2013 JP
",F02M 35/16,"HONDA MOTOR CO., LTD."
P00201606389,IDP000057797,08 Apr 2019,(PA) Diberi Paten,2018/01389,9-Feb-18,23-Sep-16,23-Sep-16,"2015-186852 24 Sep 2015 JP
","F16H 61/00,F16H 61/662","HONDA MOTOR CO., LTD."
P00201200319,IDP000042137,22 Jul 2016,(PA) Diberi Paten,2012/04888,29-Nov-12,25-Apr-12,25-Apr-12,"2011-111545 18 May 2011 JP
","B62J 17/06,B62J 23/00,B62J 99/00","HONDA MOTOR CO., LTD."
P00201300010,IDP000047171,07 Aug 2017,(PA) Diberi Paten,2013/02758,25-Jul-13,4-Jan-13,4-Jan-13,"2012-014930 27 Jan 2012 JP
","B23K 31/00,G01N 23/04","HONDA MOTOR CO., LTD."
P00201300112,IDP000066675,21 Jan 2020,(PA) Diberi Paten,2013/04097,14-Nov-13,19-Feb-13,19-Feb-13,"2012-033514 20 Feb 2012 JP
","B01D 37/04,B01D 46/44,G05G 23/02","HONDA MOTOR CO., LTD."
P00201500381,IDP000053312,07 Sep 2018,(PA) Diberi Paten,2017/02268,17-Mar-17,23-Jan-15,30-May-13,"2012-165063 25 Jul 2012 JP
","B23K 20/12,B23K 20/16,B23K 20/227,B62D 21/11","HONDA MOTOR CO., LTD."
P00201000627,IDP000036721,15 Sep 2014,(PA) Diberi Paten,51.1878,28-Apr-11,7-Oct-10,7-Oct-10,"2009-242506 21 Oct 2009 JP
","B62J 23/00,B62J 25/00","HONDA MOTOR CO., LTD."
P00201100469,IDP000037816,02 Feb 2015,(PA) Dihapuskan,2012/01271,8-Mar-12,10-Aug-11,10-Aug-11,"2010-193098 31 Aug 2010 JP
","B62D 21/00,B62D 39/00","HONDA MOTOR CO., LTD."
P00201100955,IDP000039597,07 Sep 2015,(PA) Diberi Paten,2013/02416,27-Jun-13,16-Dec-11,16-Dec-11,"2010-291486 28 Dec 2010 JP
","B62J 99/00,F16H 57/04,F16H 9/12","HONDA MOTOR CO., LTD."
P00201300252,IDP000047695,07 Sep 2017,(PA) Diberi Paten,2013/04251,28-Nov-13,3-Apr-13,3-Apr-13,"2012-100032 25 Apr 2012 JP
",B62H 1/02,"HONDA MOTOR CO., LTD."
P00201100125,IDP000037273,20 Nov 2014,(PA) Diberi Paten,51.3923,25-Aug-11,21-Feb-11,21-Feb-11,"2010-037192 23 Feb 2010 JP
","B22C 9/10,B22D 17/22","HONDA MOTOR CO., LTD."
P00201100135,IDP000037871,20 Feb 2015,(PA) Dihapuskan,51.407,8-Sep-11,24-Feb-11,24-Feb-11,"2010-042630 26 Feb 2010 JP
","F01M 1/02,F01M 11/03","HONDA MOTOR CO., LTD."
P00201100401,IDP000038325,21 Apr 2015,(PA) Diberi Paten,2012/00218,19-Jan-12,8-Jul-11,8-Jul-11,"2010-159316 14 Jul 2010 JP
",B60K 15/10,"HONDA MOTOR CO., LTD."
P00201503302,IDP000059911,20 Jun 2019,(PA) Diberi Paten,2016/05781,21-Oct-16,3-Jun-15,3-Jun-15,"2014-116812 05 Jun 2014 JP
","B62J 99/00,F02M 35/024,F02M 35/04","HONDA MOTOR CO., LTD."
P00201200318,IDP000039766,02 Nov 2015,(PA) Diberi Paten,2013/01843,30-May-13,25-Apr-12,25-Apr-12,"2011-111356 18 May 2011 JP
",B62J 25/00,"HONDA MOTOR CO., LTD."
P00201300725,IDP000056477,08 Feb 2019,(PA) Diberi Paten,2014/02348,17-Jul-14,17-Sep-13,17-Sep-13,"2012-213967 27 Sep 2012 JP
",C22C 21/02,"HONDA MOTOR CO., LTD."
P00201508350,IDP000050117,12 Mar 2018,(PA) Menunggu Respon Dihapuskan,2016/04973,2-Sep-16,8-Dec-15,6-Feb-14,"2013-121699 10 Jun 2013 JP
","B21D 19/04,B21D 39/02","HONDA MOTOR CO., LTD."
P00201500850,IDP000052720,16 Aug 2018,(PA) Diberi Paten,2017/01323,24-Feb-17,13-Feb-15,13-Feb-15,"2014-037543 27 Feb 2014 JP
","B60T 11/06,B60T 7/06,B62K 19/30,B62K 19/38,B62L 3/08","HONDA MOTOR CO., LTD."
P00201100024,IDP000036723,15 Sep 2014,(PA) Diberi Paten,51.3599,4-Aug-11,14-Jan-11,14-Jan-11,"2010-018872 29 Jan 2010 JP
","B62J 35/00,B62J 9/00","HONDA MOTOR CO., LTD."
P00201200508,IDP000040301,17 Dec 2015,(PA) Masa Tenggang Dihapuskan,2012/04006,27-Sep-12,28-Jun-12,28-Jun-12,"2011-149090 05 Jul 2011 JP
","F16D 13/00,F16D 13/52,F16D 13/74","HONDA MOTOR CO., LTD."
P00201100003,IDP000039091,13 Jul 2015,(PA) Diberi Paten,51.3576,28-Jul-11,4-Jan-11,4-Jan-11,"2010-015235 27 Jan 2010 JP
",B62J 17/00,HONDA MOTOR CO. LTD.
P00201100011,IDP000038877,29 Jun 2015,(PA) Diberi Paten,51.3568,28-Jul-11,7-Jan-11,7-Jan-11,"2010-012429 22 Jan 2010 JP
","B62K 11/04,B62K 25/20,B62M 7/02","HONDA MOTOR CO., LTD."
P00201300302,IDP000053046,29 Aug 2018,(PA) Diberi Paten,2014/02316,3-Jul-14,22-Apr-13,22-Apr-13,"2012-101629 26 Apr 2012 JP
","B62J 17/00,B62J 23/00","HONDA MOTOR CO., LTD."
P00201100324,IDP000043475,24 Nov 2016,(PA) Diberi Paten,51.5388,22-Dec-11,9-Jun-11,9-Jun-11,"2010-134464 11 Jun 2010 JP
","B62D 35/00,B62K 19/00","HONDA MOTOR CO., LTD."
P00201200040,IDP000042489,24 Aug 2016,(PA) Diberi Paten,2012/03747,30-Aug-12,25-Jan-12,25-Jan-12,"2011-018265 31 Jan 2011 JP
","F02M 35/024,F02M 35/14,F02M 35/16","HONDA MOTOR CO., LTD."
P00201200063,IDP000038568,11 May 2015,(PA) Menunggu Respon Dihapuskan,2012/04002,27-Sep-12,3-Feb-12,3-Feb-12,"2011-026306 09 Feb 2011 JP
","B62J 1/12,B62J 1/28,B62J 15/00,B62J 35/00,B62J 37/00","HONDA MOTOR CO., LTD."
P00201200970,IDP000039301,24 Aug 2015,(PA) Diberi Paten,2013/02323,27-Jun-13,14-Nov-12,14-Nov-12,"2011-283946 26 Dec 2011 JP
","F02D 9/10,F02M 37/04,F02M 69/02","HONDA MOTOR CO., LTD."
P00201000544,IDP000038020,12 Mar 2015,(PA) Diberi Paten,51.0909,3-Mar-11,25-Aug-10,25-Aug-10,"2009-198369 28 Aug 2009 JP
","F02D 11/04,F02D 17/04,F02D 29/02,F02D 41/22","HONDA MOTOR CO., LTD."
P00201000558,IDP000035611,27 Feb 2014,(PA) Diberi Paten,51.0926,3-Mar-11,30-Aug-10,30-Aug-10,"2009-202563 02 Sep 2009 JP
",F02M 35/10,"HONDA MOTOR CO., LTD."
P00201100828,IDP000036339,16 Jul 2014,(PA) Diberi Paten,2012/00125,12-Jan-12,9-Dec-11,9-Dec-11,"2010-282089 17 Dec 2010 JP
","F02D 29/06,F02D 45/00","HONDA MOTOR CO., LTD."
P00201200020,IDP000041933,29 Jun 2016,(PA) Menunggu Respon Dihapuskan,2012/03774,30-Aug-12,16-Jan-12,16-Jan-12,"2011-028850 14 Feb 2011 JP
","B62K 19/32,B62K 21/06","HONDA MOTOR CO., LTD."
P00201200309,IDP000044772,01 Mar 2017,(PA) Diberi Paten,2012/04885,29-Nov-12,20-Apr-12,20-Apr-12,"2011-106689 11 May 2011 JP
",B62K 25/10,"HONDA MOTOR CO., LTD."
P00201100154,IDP000044335,07 Feb 2017,(PA) Diberi Paten,51.463,6-Oct-11,8-Mar-11,8-Mar-11,"2010-075847 29 Mar 2010 JP
","F01L 1/00,F01L 1/02","HONDA MOTOR CO., LTD."
P00201100152,IDP000039703,05 Nov 2015,(PA) Diberi Paten,51.4236,15-Sep-11,8-Mar-11,8-Mar-11,"2010-052744 10 Mar 2010 JP
","F16F 7/00,F16M 11/00","HONDA MOTOR CO., LTD."
P00201300289,IDP000056948,27 Feb 2019,(PA) Diberi Paten,2014/03911,9-Oct-14,18-Apr-13,18-Apr-13,"2012-100100 25 Apr 2012 JP
","B62J 39/00,B62M 7/02,F01P 1/02,F01P 1/10","HONDA MOTOR CO., LTD."
P00201200170,IDP000044624,28 Feb 2017,(PA) Diberi Paten,2012/04345,25-Oct-12,14-Mar-12,14-Mar-12,"2011-077074 31 Mar 2011 JP
",F16H 3/00,"HONDA MOTOR CO., LTD."
P00201300728,IDP000054960,03 Dec 2018,(PA) Dihapuskan,2014/02123,3-Jul-14,18-Sep-13,18-Sep-13,"2012-221095 03 Oct 2012 JP
","B62J 23/00,B62J 27/00","HONDA MOTOR CO., LTD."
P00201200217,IDP000040428,15 Feb 2016,(PA) Diberi Paten,2012/04691,25-Oct-12,26-Mar-12,26-Mar-12,"2011-071575 29 Mar 2011 JP
","F02D 11/00,F02D 9/02","HONDA MOTOR CO., LTD."
P00201100123,IDP000038980,06 Jul 2015,(PA) Dihapuskan,51.409,8-Sep-11,21-Feb-11,21-Feb-11,"2010-045871 02 Mar 2010 JP
","F06H 7/08,F02B 67/06,F16H 7/08","HONDA MOTOR CO., LTD."
P00201200192,IDP000043037,17 Oct 2016,(PA) Diberi Paten,2012/04128,27-Sep-12,16-Mar-12,16-Mar-12,"2011-064721 23 Mar 2011 JP
",B62J 6/00,"HONDA MOTOR CO., LTD."
P00201300669,IDP000052414,06 Aug 2018,(PA) Diberi Paten,2014/01302,5-Jun-14,4-Sep-13,4-Sep-13,"2012-216288 28 Sep 2012 JP
","B62J 99/00,B62K 11/00","HONDA MOTOR CO., LTD."
P00201200171,IDP000039712,05 Nov 2015,(PA) Diberi Paten,2012/04186,25-Oct-12,14-Mar-12,14-Mar-12,"2011-077073 31 Mar 2011 JP
","B62K 25/28,F16H 3/00,F16H 3/08,F16H 3/16","HONDA MOTOR CO., LTD."
P00201000427,IDP000032516,12 Dec 2012,(PA) Dihapuskan,51.0916,3-Mar-11,9-Jul-10,9-Jul-10,"2009-192789 24 Aug 2009 JP
","B62K 11/04,F02B 19/04,F02F 1/20","HONDA MOTOR CO., LTD."
P00201400907,IDP000048762,05 Dec 2017,(PA) Diberi Paten,2015/04631,23-Oct-15,18-Feb-14,18-Feb-14,"2013-042783 05 Mar 2013 JP
","B62J 6/02,H03K 17/00,H03K 17/18","HONDA MOTOR CO., LTD."
P00201100002,IDP000044061,16 Jan 2017,(PA) Diberi Paten,51.3563,28-Jul-11,4-Jan-11,4-Jan-11,"2010-012428 22 Jan 2010 JP
","B62J 35/00,B62J 9/00,B62K 11/00","HONDA MOTOR CO., LTD."
P00201100121,IDP000036276,10 Jul 2014,(PA) Diberi Paten,51.432,22-Sep-11,21-Feb-11,21-Feb-11,"2010-064199 19 Mar 2010 JP
",B62L 5/00,"HONDA MOTOR CO., LTD."
P00201100167,IDP000040414,15 Feb 2016,(PA) Diberi Paten,51.4333,22-Sep-11,14-Mar-11,14-Mar-11,"2010-058684 16 Mar 2010 JP
","F02B 61/02,F02D 9/10,F02M 35/10","HONDA MOTOR CO., LTD."
P00201500379,IDP000064663,19 Nov 2019,(PA) Diberi Paten,2016/05194,23-Sep-16,23-Jan-15,10-Jul-13,"2012-163927 24 Jul 2012 JP
",F16H 57/04,"HONDA MOTOR CO.,LTD."
P00201100320,IDP000043248,07 Nov 2016,(PA) Diberi Paten,2012/05246,27-Dec-12,9-Jun-11,9-Jun-11,"2010-134260 11 Jun 2010 JP
","B62K 11/00,B62M 1/00","HONDA MOTOR CO., LTD."
P00201404186,IDP000045810,15 May 2017,(PA) Diberi Paten,2016/03043,22-Apr-16,10-Jul-14,10-Jul-14,"2013-160920 02 Aug 2013 JP
","F01M 13/00,F01M 13/04","HONDA MOTOR CO., LTD."
P00201200654,,10 Aug 2012,(PA) Ditolak,2013/00665,28-Mar-13,,-,"2011-208317 25 Sep 2011 JP
","B60K 11/06,B62K 11/04","HONDA MOTOR CO., LTD."
P00201000042,IDP000040576,13 Apr 2016,(PA) Diberi Paten,50.4067,28-Oct-10,21-Jan-10,21-Jan-10,"2009-033993 17 Feb 2009 JP
",B62M 7/04,"HONDA MOTOR CO., LTD."
P00201000599,IDP000044216,31 Jan 2017,(PA) Dihapuskan,51.158,31-Mar-11,22-Sep-10,22-Sep-10,"2009-228871 30 Sep 2009 JP
","F02B 69/06,F02D 41/02,F02D 43/00","HONDA MOTOR CO., LTD."
P00201401719,,25 Mar 2014,(PA) Dianggap Ditarik Kembali (Direktur),2015/01881,15-May-15,,-,"2013-071730 29 Mar 2013 JP
",F02P 3/08,"HONDA MOTOR CO., LTD."
P00201400551,,30 Jan 2014,(PA) Dianggap Ditarik Kembali (Direktur),2015/01485,24-Apr-15,,-,"2011-154521 13 Jul 2011 JP
",F16H 29/08,"HONDA MOTOR CO., LTD."
P00201200864,IDP000044553,24 Feb 2017,(PA) Masa Tenggang Dihapuskan,2013/01177,25-Apr-13,12-Oct-12,12-Oct-12,"2011-238674 31 Oct 2011 JP
","H01M 2/04,H01M 2/10,H01M 2/30","HONDA MOTOR CO., LTD."
P00201501534,IDP000056790,21 Feb 2019,(PA) Diberi Paten,2016/06254,18-Nov-16,17-Mar-15,17-Mar-15,"2014-069587 28 Mar 2014 JP
","F21S 8/10,F21V 17/00,F21V 5/04,F21V 8/00,F21W 101/023","HONDA MOTOR CO., LTD."
P00201401998,IDP000049730,26 Feb 2018,(PA) Diberi Paten,2015/02380,12-Jun-15,7-Apr-14,8-Aug-12,"2011-194753 07 Sep 2011 JP
","B62J 35/00,F02M 37/00,F02M 37/10,F16J 15/06,F16J 15/10","HONDA MOTOR CO., LTD."
P00201405336,IDP000057059,08 Mar 2019,(PA) Menunggu Respon Dihapuskan,2016/01747,18-Mar-16,13-Jan-13,31-Jan-13,"2012-033222 17 Feb 2012 JP
","B62D 25/04,B62D 25/08,B62D 25/20","HONDA MOTOR CO., LTD."
P00201100130,IDP000038091,18 Mar 2015,(PA) Dihapuskan,51.4029,8-Sep-11,22-Feb-11,22-Feb-11,"2010-039529 25 Feb 2010 JP
",F02F 1/00,"HONDA MOTOR CO., LTD."
P00201000487,IDP000032517,12 Dec 2012,(PA) Dihapuskan,51.0473,10-Oct-11,3-Aug-10,3-Aug-10,"2009-182960 06 Aug 2009 JP
","B62K 11/04,B62M 7/02","HONDA MOTOR CO., LTD."
P00201402355,IDP000053528,19 Sep 2018,(PA) Diberi Paten,2015/02415,19-Jun-15,23-Apr-14,1-Oct-12,"2011-232670 24 Oct 2011 JP
","B62D 25/08,B62D 25/20,B62D 35/00","HONDA MOTOR CO., LTD."
P00201300730,IDP000049096,22 Jan 2018,(PA) Diberi Paten,2014/02570,17-Jul-14,18-Sep-13,18-Sep-13,"2012-216411 28 Sep 2012 JP
","F02B 31/00,F02B 31/02,F02B 31/04,F02B 31/06","HONDA MOTOR CO., LTD."
P00201504781,IDP000068054,11 Mar 2020,(PA) Diberi Paten,2016/05679,14-Oct-16,5-Aug-15,5-Aug-15,"2014-198191 29 Sep 2014 JP
",F01M 5/00,"HONDA MOTOR CO., LTD."
P00201500085,IDP000064066,25 Oct 2019,(PA) Diberi Paten,2017/00588,3-Feb-17,8-Jan-15,8-Jan-15,"2014-005045 15 Jan 2014 JP
",B62J 25/00,"HONDA MOTOR CO., LTD."
P00201405023,IDP000046341,15 Jun 2017,(PA) Diberi Paten,2016/00798,26-Feb-16,25-Aug-14,26-Feb-13,"2012-051592 08 Mar 2012 JP
","B62J 11/00,H04M 1/04,H04M 1/11","HONDA MOTOR CO., LTD."
P00201100520,IDP000045831,15 May 2017,(PA) Diberi Paten,2012/01698,29-Mar-12,26-Aug-11,26-Aug-11,"2010-214907 27 Sep 2010 JP
","B62K 11/02,B62K 19/30","HONDA MOTOR CO., LTD."
P00201100568,IDP000038384,27 Apr 2015,(PA) Diberi Paten,2012/03784,30-Aug-12,27-Sep-11,27-Sep-11,"2010-221599 30 Sep 2010 JP
","B60R 9/06,B62K 19/40","HONDA MOTOR CO., LTD."
P00201404491,IDP000058340,03 May 2019,(PA) Diberi Paten,2015/05538,11-Dec-15,23-Jul-14,10-Jan-13,"2012-004176 12 Jan 2012 JP
","B60K 31/00,F02D 29/02,G08G 1/09,G08G 1/16,B60W 30/16","HONDA MOTOR CO., LTD."
P00201000007,IDP000034981,15 Nov 2013,(PA) Diberi Paten,50.2645,22-Jul-10,6-Jan-10,6-Jan-10,"2009-007718 16 Jan 2009 JP
","B62J 23/00,B62J 39/00","HONDA MOTOR CO., LTD."
P00201503888,IDP000048721,05 Dec 2017,(PA) Diberi Paten,2016/04081,24-Jun-16,25-Jun-15,18-Oct-13,"2012-288149 28 Dec 2012 JP
",B60C 25/12,"HONDA MOTOR CO., LTD."
P00201400692,IDP000045816,15 May 2017,(PA) Menunggu Respon Dihapuskan,2015/01510,24-Apr-15,7-Feb-14,7-Feb-14,"2013-039502 28 Feb 2013 JP
","F02N 11/08,G01R 31/00","HONDA MOTOR CO., LTD."
P00201200320,IDP000042250,12 Aug 2016,(PA) Diberi Paten,2012/04858,29-Nov-12,25-Apr-12,25-Apr-12,"2011-111355 18 May 2011 JP
",B62M 9/16,"HONDA MOTOR CO., LTD."
P00201402254,IDP000046280,14 Jun 2017,(PA) Masa Tenggang Dihapuskan,2015/02251,5-Jun-15,17-Apr-14,17-Oct-12,"2012-154832 10 Jul 2012 JP
","F04D 29/22,F04D 29/28,F04D 29/60","HONDA MOTOR CO., LTD."
P00201504690,IDP000059098,23 May 2019,(PA) Diberi Paten,2017/01919,10-Mar-17,30-Jul-15,28-Jan-14,"2013-021293 06 Feb 2013 JP
","F16H 61/00,F16H 57/04","HONDA MOTOR CO.,LTD."
P00201100570,IDP000045642,08 May 2017,(PA) Dihapuskan,2012/01864,5-Apr-12,27-Sep-11,27-Sep-11,"2010-222842 30 Sep 2010 JP
",F02D 41/00,"HONDA MOTOR CO., LTD."
P00201500103,IDP000053542,19 Sep 2018,(PA) Dihapuskan,2016/04572,5-Aug-16,9-Jan-15,8-Jul-13,"2012-158937 17 Jul 2012 JP
","F02D 29/06,F02D 41/04,F16H 61/14","HONDA MOTOR CO.,LTD."
P00201000422,IDP000043648,05 Dec 2016,(PA) Diberi Paten,51.0392,10-Feb-11,7-Jul-10,7-Jul-10,"2009-175303 28 Jul 2009 JP
","F02D 41/00,F02D 43/00","HONDA MOTOR CO., LTD."
P00201100468,IDP000038530,07 May 2015,(PA) Dihapuskan,2012/01212,8-Mar-12,10-Aug-11,10-Aug-11,"2010-192199 30 Aug 2010 JP
","B62J 1/28,B62J 15/00,B62J 21/00","HONDA MOTOR CO., LTD."
P00201402155,IDP000058942,21 May 2019,(PA) Diberi Paten,2015/02423,19-Jun-15,14-Apr-14,28-Sep-11,"- - -
","F16H 9/00,F16H 9/26","HONDA MOTOR CO., LTD."
P00201100420,IDP000039809,26 Oct 2015,(PA) Dihapuskan,2012/00642,9-Feb-12,15-Jul-11,15-Jul-11,"2010-177807 06 Aug 2010 JP
",B62J 6/00,"HONDA MOTOR CO., LTD."
P00201405265,IDP000060303,04 Jul 2019,(PA) Diberi Paten,2016/00991,11-Mar-16,4-Sep-14,4-Sep-14,"2013-185212 06 Sep 2013 JP
",F04D 29/24,"Honda Motor Co., Ltd."
P00201300731,IDP000047694,07 Sep 2017,(PA) Dihapuskan,2014/01965,19-Jun-14,18-Sep-13,18-Sep-13,"2012-217280 28 Sep 2012 JP
","F01M 1/02,F01M 11/03","HONDA MOTOR CO., LTD"
P00201406233,IDP000056091,24 Jan 2019,(PA) Diberi Paten,2016/04315,15-Jul-16,15-Oct-14,15-Oct-14,"2013-224973 30 Oct 2013 JP
","F16H 61/00,F16H 61/662","HONDA MOTOR CO., LTD."
P00201200685,IDP000046090,29 May 2017,(PA) Diberi Paten,2013/00674,28-Mar-13,29-Aug-12,29-Aug-12,"2011-212779 28 Sep 2011 JP
","F01L 1/34,F01L 9/04","HONDA MOTOR CO., LTD."
P00201000510,IDP000037172,06 Nov 2014,(PA) Dihapuskan,51.0861,3-Mar-11,11-Aug-10,11-Aug-10,"2009-196595 27 Aug 2009 JP
","B62M 9/00,F16D 3/12,F16F 15/12","HONDA MOTOR CO., LTD."
P00201000549,IDP000038964,06 Jul 2015,(PA) Masa Tenggang Dihapuskan,51.095,3-Mar-11,26-Aug-10,26-Aug-10,"2009-200366 31 Aug 2009 JP
",B62J 23/00,"HONDA MOTOR CO., LTD."
